study;id;pub;N ;CG;EG;grade;weeks;sessions;minutes;dev;mot;m_t1_cg;sd_t1_cg;m_t2_cg;sd_t2_cg;m_t1_eg;sd_t1_eg;m_t2_eg;sd_t2_eg
22;1000;si;48;24;24;6;4;4;40;pc;3;11.63;3.31;11;2.17;12.88;3.52;15;1.35
